780	1382
231	1511
358	1552
741	1700
326	1479
372	1726
714	1714
498	1337
283	1604
597	1486
159	1409
821	1496
555	1423
386	1639
392	1687
720	1560
656	1576
326	1390
249	1644
555	1687
327	1451
831	1634
325	1509
530	1379
496	1429
235	1387
56	1723
256	1710
752	1547
736	1681
640	1540
158	1615
232	1504
675	1620
72	1405
514	1548
721	1406
248	1345
758	1473
695	1541
92	1715
606	1705
768	1326
831	1395
641	1485
804	1372
598	1302
448	1636
438	1413
151	1478
52	1396
69	1352
592	1415
851	1391
231	1323
403	1601
118	1630
551	1574
796	1606
211	1728
786	1476
538	1565
182	1470
693	1625
437	1410
791	1442
568	1513
148	1634
762	1484
650	1446
690	1590
201	1429
197	1410
64	1307
466	1312
437	1663
84	1346
764	1456
453	1573
369	1557
357	1458
108	1419
698	1401
229	1614
705	1489
468	1649
261	1389
178	1583
211	1692
141	1713
499	1490
240	1429
365	1471
639	1455
512	1642
41	1387
54	1550
774	1403
313	1408
528	1336
847	1321
491	1697
380	1628
204	1619
400	1558
667	1556
49	1326
855	1683
630	1676
366	1664
34	1521
74	1622
609	1474
492	1565
216	1384
316	1304
839	1465
233	1382
456	1412
92	1556
383	1720
140	1623
645	1620
210	1340
174	1637
783	1445
1	1383
587	1650
90	1567
290	1413
246	1629
450	1431
100	1505
23	1564
415	1695
750	1643
511	1690
430	1505
772	1602
85	1637
383	1503
463	1338
304	1436
159	1325
459	1601
19	1326
684	1547
646	1600
247	1316
698	1472
389	1425
302	1623
271	1647
805	1484
61	1407
304	1517
290	1469
148	1694
49	1455
625	1604
390	1705
687	1414
496	1523
658	1460
489	1629
211	1416
858	1415
32	1499
668	1445
351	1724
783	1669
856	1576
615	1406
398	1361
230	1663
8	1615
66	1518
327	1482
243	1620
32	1338
168	1578
549	1528
14	1643
357	1725
51	1713
317	1658
517	1356
818	1486
339	1621
253	1340
750	1410
324	1600
414	1697
66	1388
557	1536
233	1704
496	1705
598	1711
312	1627
606	1409
568	1434
772	1582
789	1522
152	1700
573	1448
146	1547
595	1473
503	1527
475	1705
487	1381
145	1462
618	1554
856	1378
42	1344
855	1326
590	1544
621	1430
194	1365
598	1331
23	1684
221	1598
290	1433
752	1700
295	1420
490	1346
336	1484
442	1427
120	1556
692	1624
543	1499
442	1662
691	1469
635	1636
16	1498
534	1571
748	1513
684	1307
208	1303
305	1665
687	1336
305	1390
248	1343
859	1471
662	1581
293	1487
325	1443
351	1432
386	1326
384	1726
95	1338
138	1592
24	1333
361	1706
635	1394
678	1613
274	1629
776	1588
269	1502
275	1321
508	1387
128	1559
615	1651
172	1692
271	1562
74	1392
24	1518
778	1426
552	1332
374	1314
194	1607
163	1709
302	1567
96	1452
246	1694
568	1672
257	1704
508	1608
140	1492
640	1706
188	1614
513	1680
116	1371
321	1407
690	1407
127	1394
421	1323
23	1420
617	1320
479	1695
129	1356
613	1521
733	1649
185	1510
0	1556
99	1371
374	1586
116	1383
481	1665
207	1321
395	1336
530	1587
65	1350
516	1617
34	1481
808	1320
858	1373
297	1440
658	1446
352	1316
7	1502
855	1709
666	1375
847	1645
420	1497
419	1463
209	1354
467	1398
663	1677
370	1448
727	1325
659	1706
308	1710
857	1671
234	1496
203	1435
778	1648
708	1367
231	1401
609	1310
363	1634
742	1573
209	1494
364	1368
554	1392
377	1389
837	1499
109	1453
338	1720
607	1593
281	1347
325	1568
793	1513
110	1616
281	1489
549	1475
498	1717
486	1486
464	1330
139	1509
19	1360
359	1618
9	1309
308	1477
33	1388
397	1589
305	1561
467	1337
514	1709
469	1413
265	1632
349	1298
112	1333
394	1385
111	1550
766	1729
569	1554
300	1476
605	1347
597	1725
429	1676
524	1362
200	1470
697	1517
683	1471
230	1485
104	1557
133	1728
794	1484
374	1400
758	1540
18	1547
237	1491
185	1671
668	1379
213	1465
153	1328
259	1690
463	1538
68	1415
120	1362
62	1439
240	1511
324	1684
632	1659
76	1560
566	1640
174	1462
234	1401
394	1519
102	1665
259	1667
572	1681
662	1522
236	1301
707	1594
149	1668
125	1557
111	1571
287	1319
771	1431
61	1514
840	1578
341	1434
243	1694
773	1335
836	1677
384	1346
14	1700
578	1359
222	1557
528	1478
513	1550
290	1724
230	1624
256	1339
678	1341
724	1384
663	1317
178	1485
723	1627
6	1728
784	1412
300	1399
412	1432
516	1678
215	1316
3	1537
72	1318
357	1433
134	1546
103	1630
106	1427
713	1586
531	1415
329	1373
342	1462
56	1656
231	1317
371	1617
487	1584
171	1369
384	1586
784	1721
675	1708
638	1568
42	1336
301	1657
726	1530
21	1376
368	1707
97	1669
152	1672
518	1443
318	1368
495	1667
654	1594
273	1548
252	1614
438	1523
776	1593
359	1409
438	1647
439	1475
783	1676
38	1305
203	1390
534	1446
270	1299
405	1627
11	1704
125	1726
126	1606
204	1308
369	1697
740	1659
235	1606
158	1402
413	1705
246	1441
133	1470
680	1647
725	1709
666	1718
449	1443
279	1719
630	1539
186	1617
401	1579
805	1425
314	1521
233	1641
74	1339
388	1617
153	1353
38	1688
247	1620
80	1520
837	1452
844	1635
832	1310
587	1667
229	1419
56	1300
541	1676
588	1615
707	1512
289	1489
214	1583
690	1610
182	1424
122	1347
539	1619
396	1658
639	1669
778	1385
81	1404
608	1339
629	1616
697	1457
175	1729
644	1537
230	1446
253	1448
577	1629
487	1658
717	1516
183	1400
57	1713
724	1685
523	1621
666	1711
741	1574
719	1542
746	1687
580	1358
839	1350
422	1378
564	1352
200	1587
124	1521
757	1701
646	1401
218	1657
576	1511
730	1479
531	1688
704	1655
693	1710
157	1409
834	1672
605	1336
33	1694
507	1405
563	1379
659	1373
683	1346
345	1385
189	1630
766	1370
543	1418
766	1396
75	1355
595	1496
357	1342
731	1688
166	1350
562	1487
681	1313
370	1475
125	1492
314	1512
15	1307
686	1352
77	1303
44	1581
400	1723
757	1476
595	1532
380	1497
328	1610
92	1632
744	1601
371	1452
81	1343
386	1534
245	1707
55	1578
669	1491
150	1353
302	1697
109	1354
334	1376
204	1343
539	1369
17	1501
65	1444
592	1423
169	1464
328	1560
422	1608
451	1556
517	1684
386	1495
637	1328
692	1566
317	1581
761	1618
354	1351
91	1411
387	1696
541	1500
379	1714
465	1614
494	1466
541	1689
845	1720
235	1464
680	1354
622	1483
573	1439
157	1508
32	1340
182	1723
582	1515
382	1369
220	1706
562	1545
266	1375
503	1662
752	1360
792	1567
61	1609
246	1406
480	1636
107	1529
568	1626
69	1520
740	1676
634	1570
508	1304
145	1535
26	1518
10	1691
84	1582
687	1340
502	1700
154	1729
708	1500
554	1470
625	1584
140	1443
78	1455
406	1711
669	1651
735	1639
65	1370
407	1478
703	1496
40	1356
575	1625
8	1457
304	1381
489	1714
713	1452
104	1704
41	1502
362	1327
223	1521
202	1658
203	1398
468	1380
689	1409
297	1448
175	1392
554	1627
190	1634
500	1681
685	1705
491	1533
785	1306
580	1373
202	1538
300	1461
321	1659
91	1491
611	1607
464	1670
509	1712
829	1517
271	1654
602	1621
227	1680
388	1360
583	1425
394	1442
38	1682
44	1416
618	1581
455	1629
464	1405
833	1458
22	1558
393	1541
664	1478
241	1363
219	1369
590	1445
104	1624
66	1577
773	1692
519	1728
668	1579
223	1509
1	1393
575	1473
816	1525
85	1451
7	1573
353	1497
317	1400
399	1322
499	1411
618	1560
587	1360
6	1681
784	1581
375	1490
327	1516
143	1671
171	1521
567	1386
376	1527
836	1533
302	1400
497	1315
766	1709
290	1604
753	1639
858	1552
137	1407
811	1348
634	1592
23	1302
683	1380
831	1488
853	1500
815	1642
249	1591
64	1353
538	1614
518	1576
246	1493
858	1565
512	1528
795	1510
374	1420
216	1703
673	1312
654	1577
522	1395
447	1680
745	1620
128	1342
557	1665
786	1359
687	1472
151	1455
296	1680
680	1504
810	1420
227	1390
580	1706
77	1352
228	1709
