0	1298
0	1299
0	1300
0	1301
0	1302
1	1303
1	1304
1	1305
2	1306
3	1307
3	1306
4	1308
4	1309
5	1298
5	1310
6	1298
6	1310
6	1307
7	1298
7	1307
8	1298
9	1298
9	1311
10	1300
10	1310
11	1298
11	1312
12	1298
12	1304
13	1298
14	1298
15	1298
16	1298
16	1302
17	1298
18	1298
19	1298
19	1313
20	1298
20	1314
21	1315
21	1316
22	1304
22	1317
22	1310
22	1307
23	1303
23	1304
23	1318
23	1308
23	1309
23	1307
24	1298
25	1298
25	1319
26	1298
27	1312
28	1298
28	1310
28	1320
29	1298
29	1308
30	1298
30	1319
31	1298
31	1321
31	1310
32	1322
32	1323
33	1324
33	1322
33	1312
34	1303
34	1325
35	1299
35	1326
35	1304
35	1327
35	1328
35	1310
35	1329
35	1308
35	1319
35	1312
35	1309
35	1315
35	1307
35	1330
36	1322
36	1312
36	1307
37	1298
37	1331
38	1298
38	1308
39	1298
39	1315
40	1298
41	1298
41	1332
42	1298
42	1307
43	1298
44	1303
44	1333
44	1334
44	1309
45	1298
46	1298
46	1310
47	1298
47	1304
48	1335
48	1307
49	1336
49	1310
50	1298
50	1307
51	1301
51	1337
52	1298
52	1312
52	1309
53	1303
53	1327
53	1338
53	1322
53	1339
54	1340
54	1341
55	1298
56	1342
56	1336
56	1318
56	1343
56	1309
57	1310
58	1344
59	1304
59	1345
59	1327
59	1346
59	1310
59	1308
59	1347
59	1312
59	1305
59	1332
59	1348
59	1307
59	1306
60	1303
60	1300
60	1349
60	1336
60	1304
60	1312
60	1305
60	1307
61	1350
61	1342
61	1298
61	1303
61	1299
61	1300
61	1336
61	1351
61	1301
61	1308
61	1322
61	1312
61	1309
61	1352
61	1320
61	1353
62	1354
62	1355
62	1356
62	1357
62	1348
62	1358
62	1316
63	1299
63	1300
63	1304
63	1329
63	1312
63	1307
63	1306
64	1299
64	1320
64	1359
65	1310
65	1312
66	1298
66	1324
67	1327
67	1360
67	1320
67	1306
68	1298
68	1306
69	1298
69	1304
70	1298
70	1304
70	1310
71	1298
71	1361
71	1310
71	1347
71	1302
71	1307
72	1298
72	1303
72	1299
72	1304
72	1362
72	1322
72	1310
72	1329
72	1308
72	1305
72	1315
72	1339
72	1324
72	1307
72	1330
73	1298
74	1304
74	1308
74	1306
75	1351
75	1327
75	1319
75	1312
75	1320
75	1307
76	1303
77	1363
77	1304
77	1322
77	1310
77	1364
77	1365
77	1339
77	1320
77	1307
78	1304
78	1310
78	1305
78	1307
78	1332
79	1366
79	1303
79	1299
79	1300
79	1336
79	1304
79	1362
79	1327
79	1328
79	1322
79	1310
79	1326
79	1360
79	1329
79	1308
79	1367
79	1368
79	1319
79	1312
79	1305
79	1309
79	1323
79	1315
79	1324
79	1348
79	1307
80	1303
80	1299
80	1300
80	1326
80	1336
80	1304
80	1322
80	1310
80	1308
80	1312
80	1360
80	1305
80	1309
80	1323
80	1369
80	1339
80	1324
80	1320
80	1307
80	1306
81	1298
81	1370
81	1306
82	1366
82	1298
82	1303
82	1371
82	1372
82	1322
82	1315
83	1300
83	1310
83	1306
84	1299
84	1300
85	1322
85	1332
86	1373
86	1309
87	1374
87	1344
87	1366
87	1342
87	1375
87	1376
87	1298
87	1361
87	1303
87	1299
87	1377
87	1378
87	1300
87	1304
87	1318
87	1373
87	1379
87	1380
87	1351
87	1381
87	1328
87	1382
87	1322
87	1310
87	1383
87	1384
87	1360
87	1385
87	1308
87	1367
87	1347
87	1386
87	1387
87	1388
87	1319
87	1389
87	1390
87	1391
87	1312
87	1305
87	1309
87	1315
87	1392
87	1393
87	1394
87	1395
87	1365
87	1339
87	1396
87	1320
87	1307
87	1397
87	1330
87	1398
87	1399
87	1306
88	1360
88	1307
89	1303
89	1309
89	1323
90	1298
90	1327
91	1370
91	1400
92	1298
92	1304
93	1310
93	1326
93	1308
93	1323
94	1303
94	1300
94	1367
94	1401
94	1304
94	1328
94	1322
94	1402
94	1310
94	1309
94	1315
94	1324
94	1307
94	1332
95	1365
95	1339
96	1310
96	1403
97	1298
97	1303
97	1299
97	1336
97	1304
97	1327
97	1328
97	1301
97	1322
97	1360
97	1310
97	1329
97	1315
97	1324
97	1307
97	1398
98	1298
98	1404
98	1405
98	1303
98	1304
98	1310
98	1312
98	1305
98	1339
98	1324
98	1307
98	1398
99	1406
99	1407
99	1358
100	1408
100	1409
101	1310
101	1302
102	1298
102	1332
103	1298
103	1410
103	1301
103	1310
103	1355
103	1329
103	1308
103	1324
104	1358
105	1298
105	1411
105	1406
105	1354
105	1412
105	1413
105	1414
105	1358
106	1303
106	1401
106	1323
106	1307
107	1298
107	1401
107	1415
107	1416
107	1417
107	1315
108	1298
109	1298
109	1329
109	1334
110	1309
110	1323
111	1303
111	1304
112	1303
112	1310
112	1329
112	1339
112	1324
112	1306
113	1303
114	1304
114	1309
115	1324
115	1307
116	1310
116	1305
117	1298
117	1301
118	1298
118	1301
119	1303
119	1322
119	1339
119	1324
119	1307
120	1298
120	1383
121	1298
121	1332
122	1298
122	1307
123	1303
123	1360
123	1418
123	1308
124	1303
124	1307
125	1320
126	1300
126	1419
126	1305
127	1298
127	1310
127	1339
127	1330
128	1298
128	1309
129	1360
129	1415
129	1420
129	1353
130	1304
130	1308
131	1421
131	1422
132	1298
132	1304
132	1423
133	1424
133	1328
133	1329
133	1308
133	1312
133	1305
133	1339
133	1307
134	1336
134	1362
134	1310
134	1307
135	1304
135	1312
135	1307
136	1298
136	1425
137	1305
138	1333
138	1426
139	1333
140	1333
141	1303
141	1305
142	1303
142	1319
142	1360
142	1320
143	1298
143	1327
143	1319
143	1312
143	1427
143	1428
144	1322
145	1339
146	1360
147	1304
147	1322
147	1310
147	1324
