21A,Astrocytoma,0,1298
21A,Neoplasms,0,1299
21A,Uterine Cervical Neoplasms,0,1300
21A,Glioblastoma,0,1301
21A,Neuroblastoma,0,1302
91H,Breast Neoplasms,1,1303
91H,Colorectal Neoplasms,1,1304
91H,Osteosarcoma,1,1305
AATBC,Urinary Bladder Neoplasms,2,1306
ABHD11-AS1,Stomach Neoplasms,3,1307
ABHD11-AS1,Urinary Bladder Neoplasms,3,1306
Abhd11os,Lung Neoplasms,4,1308
Abhd11os,Ovarian Neoplasms,4,1309
AC003681.1,Astrocytoma,5,1298
AC003681.1,"Carcinoma, Hepatocellular",5,1310
AC004528.1,Astrocytoma,6,1298
AC004528.1,"Carcinoma, Hepatocellular",6,1310
AC004528.1,Stomach Neoplasms,6,1307
AC005696.4,Astrocytoma,7,1298
AC005696.4,Stomach Neoplasms,7,1307
AC007388.1,Astrocytoma,8,1298
AC007743.1,Astrocytoma,9,1298
AC007743.1,"Telangiectasia, Hereditary Hemorrhagic",9,1311
AC008392.1,Uterine Cervical Neoplasms,10,1300
AC008392.1,"Carcinoma, Hepatocellular",10,1310
AC008691.1,Astrocytoma,11,1298
AC008691.1,"Carcinoma, Non-Small-Cell Lung",11,1312
AC022075.3,Astrocytoma,12,1298
AC022075.3,Colorectal Neoplasms,12,1304
AC022257.1,Astrocytoma,13,1298
AC023590.1,Astrocytoma,14,1298
AC025263.1,Astrocytoma,15,1298
AC025580.1,Astrocytoma,16,1298
AC025580.1,Neuroblastoma,16,1302
AC025580.3,Astrocytoma,17,1298
AC037441.1,Astrocytoma,18,1298
AC062028.1,Astrocytoma,19,1298
AC062028.1,Liver Neoplasms,19,1313
AC068282.1,Astrocytoma,20,1298
AC068282.1,Polycystic Ovary Syndrome,20,1314
AC087521.1,Pancreatic Neoplasms,21,1315
AC087521.1,Seizures,21,1316
AC090510.3,Colorectal Neoplasms,22,1304
AC090510.3,Crohn Disease,22,1317
AC090510.3,"Carcinoma, Hepatocellular",22,1310
AC090510.3,Stomach Neoplasms,22,1307
AC091891.2,Breast Neoplasms,23,1303
AC091891.2,Colorectal Neoplasms,23,1304
AC091891.2,Heart Failure,23,1318
AC091891.2,Lung Neoplasms,23,1308
AC091891.2,Ovarian Neoplasms,23,1309
AC091891.2,Stomach Neoplasms,23,1307
AC092802.1,Astrocytoma,24,1298
AC100786.1,Astrocytoma,25,1298
AC100786.1,Nasopharyngeal Carcinoma,25,1319
AC104809.1,Astrocytoma,26,1298
AC109322.1,"Carcinoma, Non-Small-Cell Lung",27,1312
AC125807.2,Astrocytoma,28,1298
AC125807.2,"Carcinoma, Hepatocellular",28,1310
AC125807.2,"Carcinoma, Squamous Cell",28,1320
AC139887.2,Astrocytoma,29,1298
AC139887.2,Lung Neoplasms,29,1308
AC144450.1,Astrocytoma,30,1298
